X,y,z
-278533.1738600319,-184968.43438425355,-370180.4272646933
-192078.164488547,-128967.93247392995,-256930.3011835144
-73001.55316024867,-49674.95441801402,-98068.73572062133
215002.5721920935,142839.60468140562,287778.82091032166
-90832.62701486002,-60950.7674500705,-121549.3478218367
-102543.7505577737,-68879.80153063733,-135734.81659559504
-71372.89884469665,-47820.58753741517,-95883.5736156603
233165.93118112977,154635.98032794788,311813.26795841195
-154084.160052542,-102281.96802354783,-205731.90195364866
-96764.30990480173,-65672.70063230318,-130416.20265412123
261884.51956122043,174563.11594556668,348786.41461788316
-256689.4510936371,-171175.12274167503,-344085.37594512186
-270625.5871661419,-179841.93164417817,-359215.85253148386
-103251.42194246883,-68702.68250704076,-138303.87806277044
-254263.58759915867,-170019.4698375144,-339237.6286780487
203602.17976178555,135464.40536953977,272109.3726945072
-162662.93858881362,-109817.50126222735,-218355.9723202569
120042.95167025023,80041.30935877998,160310.26904482365
154605.41251649064,103553.12902363812,206649.9313538477
31259.61482947893,20713.710996630078,41884.53157729019
174344.17439692307,116085.2159978152,232373.10951160608
-293823.3814984404,-196372.37398496165,-393575.3617540534
-148192.4919967505,-99800.23841694083,-197468.04194171462
239581.50022454976,159347.94351292573,320166.21315810055
73939.05124179878,49235.43756303403,99161.28801287334
-228210.35554388113,-151491.29216763002,-305533.9323158255
-108344.90939743267,-71935.65693704509,-144666.65426501437
-264407.85330437275,-177039.06396147734,-354423.87639277824
93978.31331586043,62508.000930933726,126068.6939130009
80532.13070366876,53823.15040753814,106196.00701854324
171638.9037397623,115307.18941253138,228988.94440712186
-181925.54799431714,-122232.86729815403,-244785.7220956535
293537.76333637914,195361.9595978801,390957.50104273064
197939.72223939915,131269.406971858,264333.690913839
61177.41946069087,39968.186360661944,80644.76329084029
-144665.2266067909,-96032.54485292349,-193700.65594350666
161391.72425245785,107692.19553297185,216089.10957630546
-168079.18277984374,-111979.37503433267,-224383.97004486748
254308.04751888508,170033.73841708305,340035.36935953604
-298512.5067793689,-199647.0144684971,-398116.27133593604
112740.87245004982,76219.28956010577,151737.26975712986
103812.59874043087,70320.85576685729,138788.66408848338
105447.81673557484,69953.73374001763,140140.9604225933
-214492.3070233553,-142387.8006128376,-286440.47916223685
286912.3536995583,189833.08165946355,381244.9819187098
237922.13578205925,159064.83699745577,316126.26115619414
128215.33425510288,85676.1707739617,170966.16516569568
28343.22589474345,19163.724376724113,37282.77982950614
241687.65348907493,161153.54062556147,321858.59030996606
-5506.611736876203,-4028.9953414027495,-7460.812222754648
195081.67572365527,129535.2239993536,260008.90800035727
35160.16554480111,22577.201128586177,44757.4376695407
225826.19280153647,150316.64571421916,301039.33708172705
172602.11549105876,115088.35900253916,230495.72481056812
-29594.278696743502,-20513.105566392587,-39686.294310813966
-55153.95498767652,-36680.22927054787,-73215.58378816735
276273.3283796343,184419.4347780363,369279.23507411213
-33027.41133627629,-22091.422980031602,-43130.722440500176
-239598.74078012083,-160283.14885104503,-321068.02082441235
-177019.63138972773,-118058.56197256359,-234829.72785949227
22328.818750249524,14378.417702246586,28949.888828422692
116880.429158527,78514.53822704055,156289.50618700916
-269859.4699086845,-179828.53656051573,-359045.09918835026
-157819.44024452785,-104842.90182936453,-210803.2142339942
248177.13224642156,166280.40848117287,331514.1703569158
-260157.10339023164,-173567.95072293206,-346625.6498281337
-165860.15963422204,-110038.92936034431,-221414.84477063647
-23255.894823490868,-16490.56197321313,-31460.82957171364
282343.60803410097,188861.53461620203,377465.3180751381
173653.03638830807,116390.1915414346,230318.9722058573
-66800.99836832924,-44397.600939018244,-89251.57767955797
-289907.89432470035,-193560.33693901126,-387422.4725185183
-121224.36297796489,-80541.59520748274,-161202.63718425087
273220.6076894279,181175.02903821875,363669.17202848266
217356.1412048229,144478.25064902686,288488.22483536485
95011.72808414669,63489.735789614395,124506.04961408566
-264008.99993604067,-174821.33102112095,-351720.2414316137
-115179.8383060817,-76194.52763529588,-155121.80371383263
146570.27615249984,97862.81525753946,196979.35738943203
-23826.59670065018,-15310.617224678723,-29519.44642383325
64760.10629310144,42801.501159588035,86917.1607770342
93765.48564106836,63014.75770405637,124294.42777855753
105512.06825974639,71269.14422076613,141548.93296950203
-83393.61231546244,-55185.25260897054,-112075.2226650949
2189.209029095975,2653.3354704552844,4902.767820870417
-175792.19738726062,-117126.85358108037,-234582.98403322778
210613.01275307778,141145.67684328003,281647.6964382058
230725.81843146606,153161.0772500785,306967.50885702437
203653.78858543446,136113.9810845149,272402.37115667004
198593.01721031865,131600.51158057875,264044.246399536
-155841.603231352,-103641.35713485604,-206799.6837932851
89071.80825074179,60097.9885783141,119019.3822304993
-53004.72043472662,-35107.78632819127,-71031.6705814214
57565.53125989188,38771.699823480994,77494.84829752831
-201523.73583614707,-133363.6866917055,-267127.45614318986
-199606.58732557957,-133827.7602560709,-265502.21616754925
58744.680006529714,40427.42018606493,79566.57595183584
-104514.48125126082,-68658.31297090526,-138353.45875490978
151445.68524717106,101166.0316235077,202301.01483050067
-149696.90942669954,-99929.84833847327,-198560.2112359186
101870.39309105276,67989.08102560026,134860.44794519755
184930.62446630484,123399.40319551625,248101.62195789765
111868.4306295351,74217.49913641888,148845.61653699525
213758.17225280273,143097.29817799656,285953.56696013844
-129849.84560520182,-86789.29061831957,-173956.28082545204
-115965.00993958881,-77358.75718670186,-154082.14060717524
161688.1000535147,108250.89192105655,215166.23934831616
-275905.93615678465,-184467.37307599164,-368386.39170747367
39842.00477660766,25963.601923737413,53578.18845485057
-228772.98408206433,-153216.39141612523,-304643.59847741475
-160187.7917191285,-107186.171428157,-213132.39701849912
200754.33174764126,134075.1946878255,268475.3253306586
-241513.56937890867,-161194.25764437296,-320988.0167118052
-194881.03570745495,-129964.02797060093,-258227.60548482972
263071.82202438667,175811.54794516022,349139.5745424222
190218.49369844169,127312.02124637012,253698.4404315217
36809.366425330845,24877.69151509456,47670.84906767426
-244165.62125982097,-162804.22742952066,-324808.4549314401
211054.8416981595,140068.7860279198,282713.28114280396
269559.2573555587,179938.0701308875,360761.1006806717
270863.14937218226,180182.29202024068,362066.5096684172
-171466.7711105268,-115242.07376561618,-229451.8941038277
-46401.026160300215,-30928.188800175685,-62371.30463064939
-100242.15581905896,-66786.97728805144,-135400.59479429477
142459.49351008888,94442.1851922653,190030.0500043106
141350.94857564103,94770.95249752005,189203.59433763273
-207931.32400110058,-138500.1845378905,-277972.8289821238
49989.595561025795,34194.092883693644,67883.0499372578
139388.52149544653,94244.3034081121,187691.70949470854
-46272.71470808557,-32052.428239635574,-61495.304647602235
-186877.67343948473,-125298.73878392912,-250090.98219133556
-268520.69501713273,-179538.7075835843,-358296.11476481205
-183644.98087934862,-122877.05910972455,-244291.46860011303
-59531.862813393134,-39092.564339987846,-77966.84329743384
299013.4855073903,198294.74900339814,398250.53565259953
-111252.24179686581,-74426.3720459058,-149552.79516224068
170292.87248738224,113373.7577759369,227244.95636132822
175976.24919901436,116314.14773276474,234074.04071873726
-178459.13274911133,-118246.36048219547,-238309.63799591374
-123638.3074221972,-81699.74292961732,-164265.81436972608
-132263.81540666998,-88832.32439484466,-175294.01141030135
-228463.5380050527,-153223.71601341505,-304977.89105300274
-88352.86400009625,-57845.43620290379,-117184.4472091425
-215456.15778524612,-143960.56408617634,-286858.0038554454
237712.114275477,158134.38324075707,317358.5573678935
-158830.8546727829,-105991.57075402094,-210520.31667614036
150426.61813483323,100063.89257880204,200640.9744759142
-54695.52193879251,-35955.8318920356,-72743.25501424499
95856.15769128004,64537.930709918444,128728.39892460342
-267912.82687318174,-177745.92369670933,-356083.9948492308
-108686.40710482684,-72230.34181148518,-146399.9691084884
-74327.04802381342,-49926.09160848685,-100953.95823468182
128383.92462234962,84457.59338185997,171282.41621116153
251.76548122499912,-352.87397374978787,756.9163531587247
-294497.9112282916,-196627.70739639804,-392618.99715471035
241373.10968666195,161179.51302555288,321139.34723339556
114062.68203540161,76453.74397838727,151661.4794625136
-6614.252624014376,-3962.6144066609977,-10672.742254244024
79604.59486698153,51515.51402651694,105705.62493126311
274529.31392416346,183130.93845225693,365205.1723426949
250883.11506224982,167658.25106076006,334402.2705001373
-232411.57666157398,-154502.68213994004,-308831.7431018973
-41537.342072980355,-28542.19005481487,-56151.49843712484
-81526.86784010072,-55137.691051811125,-108743.0187279126
183022.04745436052,122233.0685569064,243949.3532396005
146903.49838138642,98508.97640509116,197326.11733466128
119969.59382154334,80652.13866921785,160939.61444920144
-253004.09793718572,-168250.95843373585,-338290.83362157206
92628.99536846168,61491.79357830041,122042.84127144044
-73552.67767797843,-48614.19514241491,-100073.24216791161
-206787.5895827452,-137390.94017331014,-276463.3163635117
267286.34284975776,178870.09476024154,356290.61703298043
76798.19482512886,51506.03887980586,104571.7637604754
48770.39074782643,31503.05184775189,64391.8726251399
-214378.37283633498,-143455.57289972968,-285432.5518971403
-84854.12100430811,-56789.551083076,-113630.86080783926
6491.556815534354,4197.0352352265145,9347.810530507877
293121.81535872305,196041.40808312153,391381.99791345024
-106029.72931830765,-70440.29760014013,-140377.17813535174
-121989.6763690626,-81302.13460431535,-162541.74316484292
241961.56230112366,161663.0527401692,323032.3013763886
129077.62638891494,86354.0506169157,173090.78229830018
-64590.371945879124,-42647.379172171306,-85626.75150080213
47149.626910767496,30938.020541424474,61205.218381732964
-235196.79039311846,-156740.173915083,-313586.2007737966
-3349.227800771533,-2579.24362283831,-5138.406357576503
-114019.64055926459,-77117.439396772,-152840.1355566495
98379.39169541445,65110.82836957185,130388.10938585865
25061.213487352717,16794.169225479338,34526.97735821752
102136.11085827438,67399.67544234318,135308.17792375278
-208119.0928863893,-138680.54518771882,-278014.90596752893
46496.278845177934,30510.752779993287,60569.942063424845
73277.70164465447,49682.79666011681,98867.65622016657
-151544.63968493097,-100178.77447320937,-203201.32198666758
238139.6267117466,158703.11287341028,316976.761471984
-252771.80762348094,-169749.2683929994,-337296.26788754435
-69364.48904894239,-46184.319437591585,-93298.41356537388
19856.721821475625,14043.228750398352,26745.873765005123
-78864.30640181663,-52442.23263295374,-105265.3730182964
-255396.3159407225,-171473.84155972698,-340887.85618931
-71800.31317511083,-48223.50449874227,-94726.27042716899
178496.95527755952,118608.09654656857,238494.3040594774
144719.51815985184,97069.87280934789,194282.52162461256
-236661.48944676455,-156605.2819963632,-315445.9627184762
126302.08797911703,84980.70692504497,169262.11708509922
-90434.58663778708,-59022.17765008235,-120743.48481998473
205383.51865747376,135820.36858418555,273097.48870956764
-10432.231673985994,-7155.946040564097,-15629.743815533076
-286683.42745218327,-189791.61170350743,-381445.49480232765
234063.1612805147,155715.00099018723,312311.8105452021
229762.46941975088,152300.16169800572,305032.22369765874
-149850.55557369106,-99268.4456402897,-198840.69567124365
29201.275343474517,19720.47897790613,38761.92706618639
204753.03637747356,136023.42347405187,272349.79976213694
-192420.1355491865,-127848.89500097834,-255576.23392685893
-71590.72209569941,-47536.45148203091,-96326.99240323283
9193.03807801388,6914.193203162326,12062.274431284955
205827.42634770085,138037.93178825604,273993.64379947726
-144999.06364589525,-97249.6572151726,-194173.7406909846
237153.54152494078,158667.78681745508,316553.5113482104
173904.96071148818,116321.88432935358,232177.9581968505
-199257.58045019026,-132441.50029677383,-266034.0746456828
49783.80302554975,33401.905110714906,66098.032489175
-12170.98814749151,-8563.07198156065,-17051.047076138595
-272728.25588183396,-181257.69936157728,-362067.54957908974
-212347.2636290492,-141137.32613511608,-283400.8440072747
-48832.47756082847,-32666.340564182265,-65239.86258370764
-119203.141886314,-78697.77061331371,-158387.15916836064
279059.98571874964,185127.0225831077,371048.5381690885
149251.78559163667,99280.93211788787,198922.67399970978
-127944.7049859499,-84690.00233805754,-169841.42648508685
143551.0595899867,95983.83398222284,191362.43388227955
223346.4058435885,148689.7942778831,296018.39106852264
244916.71071266988,163430.39030276652,327186.703916109
53817.489371623116,36154.19048049158,72591.20011896743
-133458.03748191794,-88924.22343068552,-177028.76983878165
-256715.16659570514,-170069.4331288054,-341823.51897366653
254247.2112416827,168885.30549380567,337862.78773950384
35606.4565391968,23860.26746179275,47660.220675721124
-259006.99684469873,-171755.00730139905,-344487.0546138609
139279.1062963331,93766.19028170727,187325.59433313282
-126783.15742795833,-85109.61551340172,-169316.08570657586
-221372.48010235466,-146647.03523522711,-295376.8858607556
282014.4263605498,188350.17176691163,376987.3472215526
117720.61200574075,78193.690668002,157432.68398072562
-100854.8132192092,-67261.11264672728,-133524.0538041525
143139.43605402025,96564.32437122164,191912.76203072167
-96171.94888929345,-63818.145229474554,-127735.08092500726
288684.7287536388,192279.79899886806,384320.43138631695
104984.02927613654,69697.02160283166,141086.13608912163
-33760.22570165593,-23187.592398650522,-45408.27104792807
233468.68218325503,155402.85095143729,313280.5071475451
-188302.95169276558,-125930.4754441713,-251433.91812719408
124907.27114156181,83927.2877376917,167308.24267438127
-75550.38008460995,-50791.257545972294,-102190.84882132517
36708.538573408216,25206.253418889006,49131.93357062661
22555.753462379147,14530.297854132918,28468.00436074741
-91402.26605576123,-60186.335322255145,-121355.83345258141
-132391.47394445707,-87688.2540769586,-177717.1510600957
-43416.68244106788,-29504.73969998145,-59225.41233083329
130261.5909860274,85682.64012975583,173481.68345556938
-137128.42777395152,-91324.35981864561,-183090.6936547099
-70998.54579149059,-47866.25824282962,-94751.24084299026
-37276.802594279085,-26090.310875944404,-50568.42140992837
-119141.2459498655,-80296.34771569414,-159096.81011123443
-26175.36038158204,-16020.718209424303,-33728.52093682688
270059.35835573776,180404.33646887282,360179.41070904693
-162314.16963568665,-109211.02164651256,-216669.97399985054
-275155.9047069913,-182383.35336230884,-364860.4853659067
-275190.0030091212,-182332.52725426338,-365605.155180905
-5021.748373880362,-2831.6065899770065,-6951.26393700655
79916.91668536012,53595.34094736471,105318.83572867552
-155126.0757956156,-102782.12756309377,-205967.32358289434
241893.89808414175,161760.14528412462,323391.92695067293
132521.0225875346,88155.50201323285,176743.41623534184
-84283.31547052521,-56922.78464197023,-113536.0955567742
132496.42246863648,88444.21456708129,176046.48146289025
121282.09028849927,79920.52957187452,161828.5169760705
110597.2618299625,73736.18818288147,148516.47375111107
-74207.52148370125,-50171.05347834847,-100181.53668169474
13023.462327372987,8294.604728304412,16624.992564295535
123949.51291198512,83139.90546034844,165828.86031711058
213521.62450024753,143148.57265022222,284857.5218229178
269622.20500539854,179724.25395013113,360548.20919833943
-274753.49578835466,-183664.05661166078,-365673.70177390234
211580.80795101062,139783.7508995129,281385.24256408017
-69076.6654872323,-45241.911188337326,-91290.18122305695
132595.14600489943,88057.70273985705,177801.1460870483
100635.35263116316,66701.549259343,132816.99387130703
78496.90534066479,53324.410460521096,105282.69987578288
-63343.69628029871,-41204.768838714816,-82960.47212769276
-175980.06579970664,-118022.47429408836,-236757.92843278334
261116.1551744879,174965.23460173287,348189.46767119033
-160020.43545248496,-106650.08169335971,-212989.00003295124
-281389.3878889005,-187198.9781125722,-374285.9840660073
64504.46961196553,42614.169122756306,86269.48835298196
154375.90198155452,102609.29754111156,205196.15165241
225416.34306003875,149757.9731696242,300731.85770742
-169076.6584480053,-113248.44018145339,-225226.06311344408
-192293.36183170497,-127602.2340147557,-254802.62290317487
214310.01231570996,143774.56718674538,286421.0321538767
-243437.94992602678,-161037.07587830554,-324216.2691357201
5237.21543886418,4356.3022866935735,7271.7208176998165
93056.13867163705,61929.7155317775,122958.93652970096
-28095.7598941417,-18114.00306026242,-37337.589496327215
-34050.077456898514,-23123.135365201437,-44685.596205940376
94061.29528982182,62021.69075160858,125812.15798326493
55030.30023876332,36761.59954234771,72796.38853429406
-276320.3778173491,-184743.556314732,-368118.10057054984
260214.20539612224,173727.52577167304,348209.7796495074
92404.85897116845,60089.72203390016,122369.42472502198
297629.67695516325,197864.67783197452,397557.89139602205
227546.0746249714,151446.57068275544,302632.8923288104
-256351.714601408,-171315.90527360508,-341390.3441702833
232905.13990878157,155662.98036052941,309555.53069269157
8031.835681813327,5797.410332965934,10389.528717205641
187356.31977381365,125513.90411231414,251199.2760405934
-203087.06425859075,-134519.45351761326,-269357.9727398808
51219.747247114,34522.449783811164,68931.51060706981
-10258.656834374326,-6107.229895365976,-13146.543900267374
174502.04237220658,116787.52211764418,231716.03757933454
-166984.5398853982,-111497.48840125737,-223237.86996256834
108405.04023897392,72752.68578131929,143591.398210831
-292989.41743263684,-195810.18879520847,-390934.7424679246
223609.8466349766,148993.01867933385,297581.4658290233
227146.64423715768,150339.79446231108,301782.8767010797
61180.33880464111,40927.11301107188,80837.61608432198
-125077.11877593207,-83271.07137238972,-168519.83672055742
49179.45276716314,31740.93679689372,63909.03973974483
-32919.9038496794,-22066.92979790395,-41832.23736643369
212083.67320050296,141828.52180361914,281240.709378962
-107810.53732203807,-72201.20582984928,-144244.72604196114
-116497.70704022597,-76639.53678953183,-153640.77912998945
20389.409617669604,14009.097001527354,27664.47286212769
221048.71960618274,148171.11617535754,294466.11729540565
-100439.47022019068,-67754.69243872208,-134649.95945695543
262549.80653849704,174319.8173660728,350226.8855393001
-295063.3019447867,-196194.2127721789,-393369.6935193657
127282.25987958297,84170.81038024131,168761.98432467034
247387.712292764,166069.94516113095,329782.544556883
77426.21615359274,52255.938563042255,105006.84546538816
-91706.69412990335,-60951.65452644568,-121885.89763785452
-216935.7426527693,-144012.50562858456,-288038.7477223372
-215632.83275256833,-143680.42522612237,-285614.7099995385
-199996.67725925587,-132702.99626565783,-266562.03634208255
94459.42337113484,61352.46543911669,125557.52758918332
112930.80236952718,75947.372596448,152496.50993599184
40104.865684149125,26969.72857803377,53816.50660423064
143457.08422722216,95222.12212051336,190537.9357738139
229696.34116826853,154031.84310529273,306240.2867850368
25708.11811874221,16943.339057797035,32390.511585722517
79114.86986105493,52049.4725697581,106150.3193224176
-108940.81025554711,-72631.35220955925,-145359.2105591702
-238781.4405687621,-159439.12812239534,-317888.5246382773
-213038.46466345555,-142219.26504885568,-282615.64435240865
-19584.974371746393,-13625.6309067535,-26029.50806343828
-175764.15636447343,-116754.3861627419,-233861.77372664574
-115209.46239954808,-76008.94600184719,-152847.89225692346
285673.84760873625,189409.88126090143,380061.93246598076
-1031.0585543165196,-616.2420630749756,-1452.0497807468905
281092.63774632575,186301.77951510387,373192.6682315681
121471.12473535728,81235.61764541258,163675.3946321054
188329.06952471807,125068.171650925,250352.19317151324
10204.474780585502,6948.509221884791,15689.809390615534
-80120.7497552944,-53937.15065521159,-105951.51015959453
-238089.33554557816,-159254.02202535796,-319156.62324071303
42855.901327017054,28429.382513322234,56064.84488317331
153604.77958200205,101994.39014008541,205092.43968002897
220951.14077026062,146513.35902186428,295243.9347062679
